riddle_id,main_category,riddle_text,Answer,Difficulty
1347,Scary Riddles,Why is France like a skeleton?,Because only the,Easy
1348,Scary Riddles,1. Where do fish go on vacation? 2. Where do songbirds go on vacation? 3. Where do zombies go on vacation? 4. Where do Thanksgiving Birds go on vacation? 5. Where do geometry teachers go on vacation? 6. Where do locksmiths go on vacation?,1. Finland 2. The Canary Islands 3. The Dead Sea 4. Turkey 5. Cuba 6. The Florida Keys,Hard
1349,Scary Riddles,What is a vampires favorite car to drive in?,A bloodmobile?,Medium
1350,Scary Riddles,Why did the skeleton climb up the tree?,Because the dog was after his bones.,Easy
1351,Scary Riddles,"I am as small as a beetle, as annoying as a fly, I like to kill trees, what am I?","A Lantern Fly! (Also stop stealing my riddles, Berries, the LearnyVerse Wizard from Pyranic)",Easy
1352,Scary Riddles,What is a mummy's favorite type of paper?,WRAPing paper,Hard
1353,Scary Riddles,Where do zombies go for a night out?,Club Dead.,Hard
1354,Scary Riddles,What did the zombie eat for breakfast?,Raisen Brain!,Medium
1355,Scary Riddles,What was the pilgrim favorite type of music?,Plymouth Rock.,Medium
1356,Scary Riddles,What kind of money do vampires use?,Blood money!,Easy
1357,Scary Riddles,What does a troll call his apartment?,Gnome sweet gnome.,Hard
1358,Season Riddles,What do you call a snowman in the summer?,Puddle.,Easy
1359,Season Riddles,"What is in seasons, seconds, centuries, and minutes but not in decades, years or days?",The letter ��n��,Medium
1360,Season Riddles,In spring I am gay in handsome array; in summer more clothing I wear; when colder it grows I fling off my clothes; and in winter quite naked appear. What am I?,A Tree.,Easy
1361,Season Riddles,What shoes do frogs wear in the summer?,Open toad shoes.,Medium
1362,Season Riddles,"What is whiter than the first snow, redder than the blood of the righteous, greener than the spring grass, bluer than a cloudless sky?","Light. These objects have different colors. But they differ from the standard, which is contained in the light spectrum.",Medium
1363,Season Riddles,"An abundance in arms, but lacking in legs. A tall skinny body, but missing a head. I change with the seasons, it's winter I dread. What am I?",A Tree.,Hard
1364,Season Riddles,"A woman went to Virginia to get a job. She promised her mother she would come back and visit sometime. Then, in the middle of winter, her mother shouted, ""April is here!"". How is this possible?",The woman's name is April.,Medium
1365,Season Riddles,"Walk on the living, they don't even mumble. Walk on the dead, they mutter and grumble. What are they?",Fallen leaves.,Hard
1366,Season Riddles,"What lives in winter, dies in summer, and grows with its roots upward?",An icicle.,Easy
1367,Season Riddles,In what year did Christmas Day and New Year's Day fall in the same year?,It happens every year.,Hard
1368,Season Riddles,"Upside-down or on its side, this merry-go-round Is quite a ride. In the summer heat, It is quite a treat with blades so dull, that they will not slice. It spins too fast, for your sight. What is this ride?",A motorized fan.,Easy
1369,Season Riddles,You are falling out of a window. What season is it?,Fall.,Hard
1370,Season Riddles,"David's birthday is in December, but it is never in the winter. Why?",He lives in Australia (or any other country that has December in summer),Easy
1371,Season Riddles,"A man is in a room and the door is locked so he can't get out. He has with him a piano, a calendar, and a bed. How does he eat, drink, and get out?","He uses the dates from the calendar to eat, the springs from the bed to drink and the keys from the piano to get out.",Easy
1372,Season Riddles,Why is snow like a maple tree?,Because it leaves in the early spring.,Medium
1373,Season Riddles,I am spring-bloomed petals birthed from Turkish gardens. I am a creature not bound by land or sea I am the champion of human rights. What am I?,Two lips (tulips). Explanation: Tulips were first,Easy
1374,Season Riddles,"What happens only in the middle of each month, in all of the seasons, except summer, and happens only in the night, never in the day?",The letter 'N.',Medium
1375,Season Riddles,"Of all vegetables, only two can live to produce on their own for several growing seasons. All other vegetables must be replanted every year. What are the only two perennial vegetables?",Asparagus and rhubarb.,Hard
1376,Season Riddles,"I am a stop sign, what you see in blood, a rose, and, of course, an Autumn leaf. What am I?",The color red.,Hard
1377,Season Riddles,"Whiling away the hours of flowers, Walking through fields of gold. Preening and pruning in lights fading hours, For petals to freeze in the cold. What is it?","""The Four Seasons"" - Reasoning: This riddle takes the perspective of plant life during these times of the year, where each line represents one of the four seasons of the year; Spring, Summer, Autumn, and Winter. Spring - where flowers are blooming - Summer - where fields of farm crop mature and turn golden in color, before being harvested - Autumn - where the trees shed their leaves and days grow shorter - and Winter - where the cold leaves frost and freezes plants.",Hard
1378,Season Riddles,"The fire shows - my kin, born. The fire grows - my kin, adorn. The fire slows - my kin, deform. The fire goes - my kin, mourn.",Fruit-bearing tree through the four seasons.,Easy
1379,Season Riddles,Why are trees in winter like troublesome visitors?,Because it's a long time before they leave.,Easy
1380,Season Riddles,What is another name for the season of fall?,Autumn.,Easy
1381,Season Riddles,How far is it from March to June?,A single spring.,Hard
1382,Sister Riddles,"There is a brother and a sister. The boy wants to visit his father in jail, and the sister wants to visit her mother in the hospital. But they both are not allowed in jail or hospital. All they have is a gun. What do they do?","The boy shoots the girl, and then the boy goes to jail for attempted murder and the girl goes to the hospital due to her injuries.",Hard
1383,Sister Riddles,Tom and his younger sister were fighting. Their mother was tired of the fighting and decided to punish them by making them stand on the same piece of newspaper in such a way that they couldn't touch each other. How did she accomplish this?,"Tom's mother slid a newspaper under a door, each sibling standing on each side.",Medium
1384,Sister Riddles,Can a man legally marry his widow's sister in the state of California?,"NO since she is a 'widow', the guy's dead!",Hard
1385,Sister Riddles,"There was a man who was born before his father, killed his mother, and married his sister. Yet, there was nothing wrong with what he had done. Why?","His father was in front of him when he was born, therefore he was born before him. His mother died while giving birth to him. Finally, he grew up to be a minister and married his sister at her ceremony.",Easy
1386,Sister Riddles,"If your uncle's sister is not your aunt, what relation is she to you?",Your mother.,Easy
1387,Sister Riddles,What relation would your father's sister's sister-in-law be to you?,This person would be your mother.,Medium
1388,Sister Riddles,"A beggar's brother died, but the man who died had no brother. How could that be?",The beggar was his sister!,Hard
1389,Sister Riddles,"A woman is at her mother's funeral when suddenly she sees a man so handsome, she instantly falls in love with her. Unfortunately, she never got a chance to talk to the man. The next day, the woman kills her sister. What was the motive?","The woman was hoping to see the man again. If you got this correct on the first try, you have the mind of a psychopath.",Easy
1390,Sister Riddles,"You give someone a dollar. You are this person's brother, but the person is not your brother. How can that be?",It's your sister!,Medium
1391,Sister Riddles,"All 5 sisters are busy. Ann is reading, Rose is cooking, Katie is playing chess and Mary is doing laundry. What is the fifth sister doing?",She is playing chess with Katie.,Easy
1392,Sister Riddles,"You are my brother, but I am not your brother. Who am I?",I am your sister.,Medium
1393,Sister Riddles,Does the christian religion allow a man to marry his widow's sister?,A dead man cannot marry. His widow would mean he is dead.,Easy
1394,Sister Riddles,"If May's daughter's daughter is my granddaughter's mother's mother's brother's sister, then what am I to May? (May only has one sibling)",I am May.,Easy
1395,Sister Riddles,What did the cell say to his sister who stood on his toe?,Mitosis! ( My - toe - sis),Hard
1396,Sister Riddles,"Brothers and sisters have I none, But that man's father is my father's son. Who is ""that man""?",The son of the speaker.,Easy
1397,Sister Riddles,As I went over London Bridge I met my sister Jenny. I broke her neck and drank her blood And left her standing empty. What am I?,Gin.,Medium
1398,Sister Riddles,"A woman proves in court that her husband was murdered by her sister, but the judge decides that the sister cannot be punished. Why?",The sisters are Siamese twins.,Medium
1399,Sister Riddles,"A boy has as many sisters as brothers, but each sister has only half as many sisters as brothers. How many brothers and sisters are there in the family?",Four brothers and three sisters.,Hard
1400,Sister Riddles,There is a certain family with both girl and boy children. Each of the boys has the same number of brothers as he has sisters. Each of the girls has twice as many brothers as she has sisters. How many boys and girls are there in this family?,Four boys and three girls.,Hard
1401,Sister Riddles,"A man while looking at a photograph said, ""Brothers and sisters have I none. That man's father is my father's son."" Who was the person in the photograph?",That man's son.,Hard
1402,cat-riddles,When is it bad luck to see a black cat?,When you are a mouse.,Medium
1403,cat-riddles,"While on my way to St. Ives, I saw a man with 7 wives. Each wife had 7 sacks. Each sack had 7 cats. Each cat had 7 kittens. Kitten, cats, sacks, wives, How many were going to St. Ives?","Just one, me.",Easy
1404,cat-riddles,"If 5 cats catch 5 mice in 5 minutes, how long will it take one cat to catch a mouse?",Five minutes.,Easy
1405,cat-riddles,"I'm found in socks, scarves, and mittens. I'm found in the paws of playful kittens. What am I?",Yarn.,Medium
1406,cat-riddles,"All of Mrs. Smith's pets are dogs except one, and all her pets are cats except one. How many cats and dogs does she have?",Mrs. Smith has one cat and one dog.,Hard
1407,cat-riddles,"What's 3/7 chicken, 2/3 cat, and 2/4 goat?","Chicago. The first three words out of seven of chicken is CHI, the first two words out of 3 of cat is CA, and the first two words out of goat is GO. Therefore making, (CHI)(CA)(GO).",Easy
1408,cat-riddles,What happens after it rains cats and dogs?,You step in a poodle.,Medium
1409,cat-riddles,What do you get when you cross a black cat and a lemon?,A Sour Puss.,Hard
1410,cat-riddles,"If there is a Yellow house on Bluebird Lane, a Green house on Orange Street, a Pink house on Kitten Road, a Black house on Whitehorse Pike and a Purple house on Firebird hill, where is the White house?","Washington, D.C.",Easy
1411,cat-riddles,"Inside napper, bird chaser, quick stoker, small animal killer, fish eater. What is it?",A cat.,Medium
